sentID.BTEC	splits_shared_task	dialect	raw	CODA
3874	corpus-6-dev	TUN	قوكوروساما الى فسرتلي هذا الكل.	قوكوروساما اللي فسرت لي هذا الكل.
3875	corpus-6-dev	TUN	ما طيرتش الماء عندي تلاثة ايام.	ما طيرتش الماء عندي ثلاثة ايام.
3902	corpus-6-dev	TUN	هذا يتوقف على عندك حاجة تحب تدكلاريها.	هذا يتوقف على عندك حاجة تحب تدكلاريها.
3907	corpus-6-dev	TUN	مانشستر يعيشك.	مانشستر يعيشك.
3992	corpus-6-dev	TUN	هذا التوصيل متاعي للخلاص.	هذا التوصيل متاعي للخلاص.
4009	corpus-6-dev	TUN	عيشك وريني.	يعيشك وريني.
4015	corpus-6-dev	TUN	علاش منتوج أ حافض على جزء كبير من حضو في السوق في الخمسة سنين الاخرانين؟	علاش منتوج أ حافض على جزء كبير من حضو في السوق في الخمسة سنين الاخرانين؟
4029	corpus-6-dev	TUN	وقتاش يخرج اخر ترينو؟	وقتاش يخرج آخر ترينو؟
4054	corpus-6-dev	TUN	الي تختار باهي.	اللي تختار باهي.
4083	corpus-6-dev	TUN	ميسالش تعاود تكلمني بعد؟	ميسالش تعاود تكلمني بعد؟
4105	corpus-6-dev	TUN	ميسالش نقيس القياس اللي اكبر شوية؟	ميسالش نقيس القياس اللي اكبر شوية؟
4123	corpus-6-dev	TUN	تعطني دواء متاع معدة؟	تعطني دواء متاع معدة؟
4136	corpus-6-dev	TUN	بربي اعطيني ساك نهز فيه؟	بربي اعطيني ساك نهز فيه؟
4153	corpus-6-dev	TUN	نحب نبعت ماندة.	نحب نبعث ماندة.
4154	corpus-6-dev	TUN	هذاكا خاتر القرارات يتاخذو جماعيا.	هاذاكا خاطر القرارات يتاخذوا جماعيا.
4161	corpus-6-dev	TUN	كان نشري زوز بقداش تخليهملي؟	كان نشري زوز بقداش تخليهم لي؟
4178	corpus-6-dev	TUN	تحب شوية تاي؟	تحب شوية تاي؟
4196	corpus-6-dev	TUN	حقيقي؟	حقيقي؟
4236	corpus-6-dev	TUN	عندكم مسكنات متع وجيعة في الوتيل؟	عندكم مسكنات متاع وجيعة في الوتيل؟
4257	corpus-6-dev	TUN	سامحني، ما انجمش. ما انجم ناقف كان في الوتلة الموجودين في القايمة هاذي.	سامحني، ما ننجمش. ما ننجم ناقف كان في الوتلة الموجودين في القايمة هاذي.
4268	corpus-6-dev	TUN	سنوة نومرو البوابة؟	شنوا نومرو البوابة؟
4327	corpus-6-dev	TUN	اخرج من غادي و دور عاليسار، عيشك.	اخرج من غادي ودور عاليسار، يعيشك.
4338	corpus-6-dev	TUN	وينو الدروج؟	وينو الدروج؟
4366	corpus-6-dev	TUN	مانيش بالعاني.	مانيش بالعاني.
4433	corpus-6-dev	TUN	سامحني، اما ضاهرلي قاعدلي في بلاسطي. شنوة نومرو كرسيك؟	سامحني، اما ضاهر لي قاعد لي في بلاسطي. شنوا نومرو كرسيك؟
4455	corpus-6-dev	TUN	نخير وحدة اوتوماتيك.	نخير واحدة اوتوماتيك.
4477	corpus-6-dev	TUN	نحب ناخذ الطيارة الجاية لبوسطن.	نحب ناخذ الطيارة الجاية لبوسطن.
4520	corpus-6-dev	TUN	نحب نعمل مكالمة دولية لليابان، عيشك.	نحب نعمل مكالمة دولية لليابان، يعيشك.
4530	corpus-6-dev	TUN	بالكريمة و السكر، عيشك.	بالكريمة والسكر، يعيشك.
4534	corpus-6-dev	TUN	فما كازينو في المدينة هاذي.	فما كازينو في المدينة هاذي.
4535	corpus-6-dev	TUN	جعت.	جعت.
4538	corpus-6-dev	TUN	تجيبلي وسكي بالقازوز و براندي، عيشك؟	تجيب لي وسكي بالقازوز وبراندي، يعيشك؟
4632	corpus-6-dev	TUN	سرقوني.	سرقوني.
4636	corpus-6-dev	TUN	حط فلوسك وين فمك.	حط فلوسك وين فمك.
4661	corpus-6-dev	TUN	عندكم جرايد يابانية؟	عندكم جرايد يابانية؟
4677	corpus-6-dev	TUN	انجم ندخل؟	ننجم ندخل؟
4698	corpus-6-dev	TUN	كان تحب خدمة متاع نهار، نزيدوك خمسين بالميا في الفاتورة. ميسالش؟	كان تحب خدمة متاع نهار، نزيدوك خمسين بالمية في الفاتورة. ميسالش؟
4730	corpus-6-dev	TUN	فما لصقة ميكي ماوس عليه.	فما لصقة ميكي ماوس عليه.
4758	corpus-6-dev	TUN	يصعب علي مي يضيع عليا صاحبي في الطريق.	يصعب علي ما يضيع علي صاحبي في الطريق.
4760	corpus-6-dev	TUN	تصرفلي الورقة متاع عشرة هاذي لعشرة ورقات متاع دولار واحد؟	تصرف لي الورقة متاع عشرة هاذي لعشرة ورقات متاع دولار واحد؟
4770	corpus-6-dev	TUN	تجي تعمل معايا تحريشة؟	تجي تعمل معاي تحريشة؟
4786	corpus-6-dev	TUN	تخدم في وحدة قانون الاداء على الشركات.	تخدم في وحدة قانون الاداء على الشركات.
4823	corpus-6-dev	TUN	منين انجم نشري لباس تقليدي؟	منين ننجم نشري لباس تقليدي؟
4839	corpus-6-dev	TUN	تقبل شيكات سياحية؟	تقبل شيكات سياحية؟
4873	corpus-6-dev	TUN	كرهبة ما يتكيفوش فيها، عيشك.	كرهبة ما يتكيفوش فيها، يعيشك.
4876	corpus-6-dev	TUN	عيشك اكتب ادريستك القارة.	يعيشك اكتب ادريستك القارة.
4878	corpus-6-dev	TUN	احنا مستعدين بش نجاوبو بالوفت على اي سؤال عندك.	احنا مستعدين باش نجاوبوا بالوقت على اي سؤال عندك.
4926	corpus-6-dev	TUN	خليني نقري بالنومرو بالنومرو.	خليني نقري بالنومرو بالنومرو.
4944	corpus-6-dev	TUN	انا نورمال. شنوة تحب تاخذ انتي؟	انا نورمال. شنوا تحب تاخذ انتي؟
4965	corpus-6-dev	TUN	بيلة سيقارو للمصورة هاذي، يعيشك.	بيلة سيغارو للمصورة هاذي، يعيشك.
4976	corpus-6-dev	TUN	حجزت بلايص بجنب الشباك.	حجزت بلايص بجنب الشباك.
4989	corpus-6-dev	TUN	حكاية خمسمياتن سنت ولا مياتن دولار امريكاني.	حكاية خمسمياتن سنت ولا مياتن دولار امريكاني.
4997	corpus-6-dev	TUN	فما ماركات اخرين؟	فما ماركات آخرين؟
4999	corpus-6-dev	TUN	اللوطى في الجنوب.	اللوطى في الجنوب.
5007	corpus-6-dev	TUN	بكرة فيلم نوار اي بلان، عشرين صورة، عيشك.	بكرة فيلم نوار اي بلان، عشرين صورة، يعيشك.
5013	corpus-6-dev	TUN	نحب الاكثرية اوراق بو خمسة جنيه.	نحب الاكثرية اوراق بو خمسة جنيه.
5032	corpus-6-dev	TUN	سامحني. تنجم تقلي كيفاش نوصل لأقرب بانكا؟	سامحني. تنجم تقول لي كيفاش نوصل لاقرب بانكا؟
5059	corpus-6-dev	TUN	نجمو نهزوك مع ماضي تلاثا متاع القايلة. إذا تحتاج باش تكري ماتريال، يلزمك تجي لمقر النادي مع ماضي تلاثا غير ربع.	ننجموا نهزوك مع ماضي ثلاثة متاع القايلة. اذا تحتاج باش تكري ماتيريال، يلزمك تجي لمقر النادي مع ماضي ثلاثة غير ربع.
5060	corpus-6-dev	TUN	سوم تسكرة الكار ميا وثمانين يان.	سوم تسكرة الكار مية وثمانين يان.
5075	corpus-6-dev	TUN	وين موجودة بلاصة الدبش؟	وين موجودة بلاصة الدبش؟
5102	corpus-6-dev	TUN	سامحني، تنجم تهز شويا الدوسي من كرسيك، يعيشك؟	سامحني، تنجم تهز شوية الدوسي من كرسيك، يعيشك؟
5103	corpus-6-dev	TUN	نهار مزيان، صحيح؟	نهار مزيان، صحيح؟
5143	corpus-6-dev	TUN	نجم ناخو زوز باكوات متاع كادوات؟	ننجم ناخو زوز باكوات متاع كادوات؟
5174	corpus-6-dev	TUN	أنا م اليابان.	انا ماليابان.
5180	corpus-6-dev	TUN	تو نثبت. سامحني اما مانلقاش إسمك.	تو نثبت. سامحني اما ما نلقاش اسمك.
5216	corpus-6-dev	TUN	قداش يكلف هذا حسب التقريب للمشيان غادي؟	قداش يكلف هذا حسب التقريب للمشيان غادي؟
5222	corpus-6-dev	TUN	نجم ناخو الجواب هذا؟	ننجم ناخو الجواب هذا؟
5228	corpus-6-dev	TUN	هذا ياخو من نهارين لتلاثا أيام.	هذا ياخو من نهارين لثلاثة ايام.
5252	corpus-6-dev	TUN	نحب على أمبوبة، يعيشك.	نحب على امبوبة، يعيشك.
5254	corpus-6-dev	TUN	شنيا هي إعاقتك؟	شنيا هي اعاقتك؟
5256	corpus-6-dev	TUN	أوه، أما أكيد، خوذو. هايل. توا عندي الشباك.	اوه، اما اكيد، خوذه. هايل. توا عندي الشباك.
5351	corpus-6-dev	TUN	قداش وقت يلزم بالكار؟	قداش وقت يلزم بالكار؟
5378	corpus-6-dev	TUN	فما برشا لين ما نعرفش أنا هو نختار.	فما برشا لين ما نعرفش انىهو نختار.
5381	corpus-6-dev	TUN	لا. نحب دجينات وأنسمبلات بسراول.	لا. نحب دجينات وانسومبلات بسراول.
5450	corpus-6-dev	TUN	نحب نكري كرهبة صغيرة .	نحب نكري كرهبة صغيرة.
5456	corpus-6-dev	TUN	تنجم تاقف هوني، قدام الفترينا هاذي؟	تنجم تاقف هوني، قدام الفترينا هاذي؟
5467	corpus-6-dev	TUN	حطيت فيه برشا ملح.	حطيت فيه برشا ملح.
5476	corpus-6-dev	TUN	قداش من ستيكة حليب تشري في الجمعة؟	قداش من ستيكة حليب تشري في الجمعة؟
5480	corpus-6-dev	TUN	تنجم تفسرهولي من جديد؟	تنجم تفسره لي من جديد؟
5508	corpus-6-dev	TUN	أو، يعيشك. باش نجرب هذا.	او، يعيشك. باش نجرب هذا.
5514	corpus-6-dev	TUN	تنجم تعطيه دوايات متاع دوخة الجو، يعيشك؟	تنجم تعطيه دوايات متاع دوخة الجو، يعيشك؟
5517	corpus-6-dev	TUN	ما نعرش نفسر وضعيتي بللنقلي.	ما نعرفش نفسر وضعيتي بالانقلي.
5582	corpus-6-dev	TUN	كيفاش يلزمني ناخذو؟	كيفاش يلزمني ناخذه؟
5593	corpus-6-dev	TUN	إذا صارت حاجة، يعيشك كلمني.	اذا صارت حاجة، يعيشك كلمني.
5595	corpus-6-dev	TUN	تزويق طافي، يعيشك.	تزويق طافي، يعيشك.
5613	corpus-6-dev	TUN	يلزمني نكماندي فطور الصباح توا؟	يلزمني نكماندي فطور الصباح توا؟
5635	corpus-6-dev	TUN	يعيشك سجل هذا الكل حتى لوجهتي لخرة، يعيشك.	يعيشك سجل هذا الكل حتى لوجهتي الاخرة، يعيشك.
5667	corpus-6-dev	TUN	صبيت الشربة.	صبيت الشربة.
5694	corpus-6-dev	TUN	لا، ماعنديش فلوس برشا.	لا، ما عنديش فلوس برشا.
5696	corpus-6-dev	TUN	إيه، ناخو شامبانيا مع المقبلات.	ايه، ناخو شامبانيا مع المقبلات.
5722	corpus-6-dev	TUN	خليني نثبت مع المقازان متاعنا لخرة باش نشوف إذا عندنا منهم مخزنين.	خليني نثبت مع المغازان متاعنا الاخرى باش نشوف اذا عندنا منهم مخزنين.
5728	corpus-6-dev	TUN	في أنا ساعة يكون المد؟	في انى ساعة يكون المد؟
5745	corpus-6-dev	TUN	باش يعمل بحث على التاريخ لمريكي في جامعة هارفارد.	باش يعمل بحث على التاريخ الامريكي في جامعة هارفارد.
5759	corpus-6-dev	TUN	نلوج على إيشارب لماما. عمرها أكثر من ستين سنا.	نلوج على ايشارب لماما. عمرها اكثر من ستين سنة.
5764	corpus-6-dev	TUN	تخدم هوني؟	تخدم هوني؟
5766	corpus-6-dev	TUN	نحب نخلص المكالمة هاذي.	نحب نخلص المكالمة هاذي.
5795	corpus-6-dev	TUN	شنيا؟ كملنا البلا وجابولنا أصلا واحد آخر.	شنيا؟ كملنا البلا وجابوا لنا اصلا واحد آخر.
5810	corpus-6-dev	TUN	إنت مؤكد مرة أخرى.	انت مؤكد مرة اخرى.
5840	corpus-6-dev	TUN	تنجم تهزني للسبيطار؟	تنجم تهزني للسبيطار؟
5844	corpus-6-dev	TUN	صالت الرستورون الأساسية تحل مع الثمانيا متاع الليل وتسكر مع العشرا متاع الليل.	صالت الرستورون الاساسية تحل مع الثمانية متاع الليل وتسكر مع العشرة متاع الليل.
5853	corpus-6-dev	TUN	شنيا نوع البيل إلي يستعملو؟	شنيا نوع البيل اللي يستعمله؟
5854	corpus-6-dev	TUN	نحب كتاب متاع صغار، يعيشك.	نحب كتاب متاع صغار، يعيشك.
5859	corpus-6-dev	TUN	سامحني، أما نحب نلغي الحجز متاعي.	سامحني، اما نحب نلغي الحجز متاعي.
5867	corpus-6-dev	TUN	ويني الديسكوتاك العصري؟	وينو الديسكوتاك العصري؟
5872	corpus-6-dev	TUN	نحب نتفرج في ماتش بايزبول محترف.	نحب نتفرج في ماتش بيزبول محترف.
5880	corpus-6-dev	TUN	عندي موعد آخر النهار هذا.	عندي موعد آخر النهار هذا.
5885	corpus-6-dev	TUN	عندك هذا في الأخضر؟	عندك هذا في الاخضر؟
5929	corpus-6-dev	TUN	إيه. عندي هاو قدامي. نجم نرى البرمي متاعك، يعيشك؟	ايه. عندي هاو قدامي. ننجم نرى البرمي متاعك، يعيشك؟
6008	corpus-6-dev	TUN	تنجم تدلني على وتلا أقل من خمسين جنيه الليلة؟	تنجم تدلني على وتلة اقل من خمسين جنيه الليلة؟
6033	corpus-6-dev	TUN	تو نعملك عشرين بالميا على السوم.	تو نعمل لك عشرين بالمية على السوم.
6042	corpus-6-dev	TUN	عندك خريطة ثنايا السكي؟	عندك خريطة ثنايا السكي؟
6066	corpus-6-dev	TUN	بصحتك.	بصحتك.
6076	corpus-6-dev	TUN	بالمناسبة، كيفاش تجرب البرنامج؟	بالمناسبة، كيفاش تجرب البرنامج؟
6077	corpus-6-dev	TUN	عندك أي حاجة تصرح بيها؟	عندك اي حاجة تصرح بيها؟
6132	corpus-6-dev	TUN	يعيشك هز دبشي لبيتي.	يعيشك هز دبشي لبيتي.
6143	corpus-6-dev	TUN	تفرهدت بالقدا هوني. يعيشك على كل شي.	تفرهدت بالقدا هوني. يعيشك على كل شي.
6157	corpus-6-dev	TUN	شنيا الأسرع؟ ما عندناش برشا وقت.	شنيا الاسرع؟ ما عندناش برشا وقت.
6162	corpus-6-dev	TUN	شنيا نومرو الكار الماشية لببيكاديللي سركاس؟	شنيا نومرو الكار الماشية لبيكاديلي سركس؟
6165	corpus-6-dev	TUN	تنجم تصلحو، يعيشك؟	تنجم تصلحه، يعيشك؟
6215	corpus-6-dev	TUN	تنجم تحجز زوز تساكر؟	تنجم تحجز زوز تساكر؟
6230	corpus-6-dev	TUN	نجم نستعمل ماستر كارد؟	ننجم نستعمل ماستر كارد؟
6246	corpus-6-dev	TUN	العفو. بالمناسبة، فما تاكسيفون قريب من هوني؟	العفو. بالمناسبة، فما تاكسيفون قريب من هوني؟
6252	corpus-6-dev	TUN	عندي حوايج باش نغسلهم.	عندي حوايج باش نغسلهم.
6254	corpus-6-dev	TUN	وين موجود القصر؟	وين موجود القصر؟
6282	corpus-6-dev	TUN	عندك كبوط؟	عندك كبوط؟
6311	corpus-6-dev	TUN	فماش تساكر موجودين؟	فماش تساكر موجودين؟
6325	corpus-6-dev	TUN	اليدين في الهوا.	اليدين في الهوا.
6342	corpus-6-dev	TUN	شنيا هو تشخيصك؟	شنيا هو تشخيصك؟
6349	corpus-6-dev	TUN	نحن مهتمين بالدين.	نحن مهتمين بالدين.
6361	corpus-6-dev	TUN	المطر ولات تبروري.	المطر ولات تبروري.
6364	corpus-6-dev	TUN	الفطور يتسربا مع السبعا متاع الصباح، كان في الويكاند.	الفطور يتسربا مع السبعة متاع الصباح، كان في الويك اند.
6368	corpus-6-dev	TUN	يعيشك أربط حزامك وما تتكيفش وقت الإقلاع؟	يعيشك اربط حزامك وما تتكيفش وقت الاقلاع؟
6388	corpus-6-dev	TUN	نحب بانان.	نحب بانان.
6464	corpus-6-dev	TUN	شنيا سبب الشكاية متاعك؟	شنيا سبب الشكاية متاعك؟
6467	corpus-6-dev	TUN	هاذي البيت سبعا ميا وثنين. نحب تفيقوني برنة مع السبعا غدوة الصباح، يعيشك.	هاذي البيت سبعمية وثنين. نحب تفيقوني برنة مع السبعة غدوة الصباح، يعيشك.
6499	corpus-6-dev	TUN	هذا غالي برشا عليا. وريني حاجات أخرين أرخص، يعيشك.	هذا غالي برشا علي. وريني حاجات اخرين ارخص، يعيشك.
6502	corpus-6-dev	TUN	نقرا أنقلي.	نقرا انقلي.
6504	corpus-6-dev	TUN	يعيشك حط خمسا دولارات وخمسا وعشرين سنت في الدقايق التلاثا الجايين.	يعيشك حط خمسة دولارات وخمسة وعشرين سنت في الدقايق التلاثة الجايين.
6510	corpus-6-dev	TUN	يعيشك مد بطاقاتك متاع الهبوط.	يعيشك مد بطاقاتك متاع الهبوط.
6540	corpus-6-dev	TUN	قداش وقت يلزم باش نمشي لفيلادلفيا؟	قداش وقت يلزم باش نمشي لفيلادلفيا؟
6638	corpus-6-dev	TUN	كان طويل وأزعر.	كان طويل وازعر.
6643	corpus-6-dev	TUN	تسكرة مشي وجي لميامي يعيشك.	تسكرة مشي وجي لميامي يعيشك.
6648	corpus-6-dev	TUN	أنا إسمي واتاناب غوروه.	انا اسمي واتانابي غوروه.
6651	corpus-6-dev	TUN	بقداش يتبعث الجواب هذا مالا؟	بقداش يتبعث الجواب هذا مالا؟
6656	corpus-6-dev	TUN	نحب أي حاجة ضد الكحة.	نحب اي حاجة ضد الكحة.
6681	corpus-6-dev	TUN	شكون في التاليفون؟	شكون في التالفون؟
6694	corpus-6-dev	TUN	هذا يبدى مع التسعا متاع الصباح.	هذا يبدا مع التسعة متاع الصباح.
6742	corpus-6-dev	TUN	مالا أهبط في المحطة الجاية وخوذ الكار حتى هايد بارك.	مالا اهبط في المحطة الجاية وخوذ الكار حتى هايد بارك.
6745	corpus-6-dev	TUN	نحب ناخو بلاصة على جنب، يعيشك.	نحب ناخو بلاصة على جنب، يعيشك.
6768	corpus-6-dev	TUN	نحب شيبس.	نحب شيبس.
6788	corpus-6-dev	TUN	يلزمني ناخو ترابط. ياخي ممكن؟	يلزمني ناخو ترابط. ياخي ممكن؟
6824	corpus-6-dev	TUN	الجولة هاذي بنص -نهار باش تصير باليابانية؟	الجولة هاذي بنص  نهار باش تصير باليابانية؟
6839	corpus-6-dev	TUN	إيه، نلوج على هدية لأختي.	ايه، نلوج على هدية لاختي.
6876	corpus-6-dev	TUN	ماشي لممفيس.	ماشي لممفيس.
6889	corpus-6-dev	TUN	تنجم تثبت إذا فما رحلة أخرى موجودة؟	تنجم تثبت اذا فما رحلة اخرى موجودة؟
6894	corpus-6-dev	TUN	نجم نحكي مع سي كاوري واتاناب في البيت ثمانيا ميا وأثناش؟	ننجم نحكي مع سي كاوري واتانابي في البيت ثمانيمية وأثنعش؟
6895	corpus-6-dev	TUN	عندك مشروبات أخرى؟	عندك مشروبات اخرى؟
6930	corpus-6-dev	TUN	الله العظيم.	الله العظيم.
6955	corpus-6-dev	TUN	تبع لافتة التاكسي.	تبع لافتة التاكسي.
6989	corpus-6-dev	TUN	إيه، عندنا منو في الأكحل وفي المارون.	ايه، عندنا منه في الاكحل وفي المارون.
6998	corpus-6-dev	TUN	يعيشك أعطيني حاجة تداوي الشفايف. تشققو من لهواء البارد.	يعيشك اعطيني حاجة تداوي الشفايف. تشققوا من الهواء البارد.
7002	corpus-6-dev	TUN	فما اختصاصات محلية؟	فما اختصاصات محلية؟
7065	corpus-6-dev	TUN	أنا نلوج على دبشي.	انا نلوج على دبشي.
7087	corpus-6-dev	TUN	نحب ليموناضة، يعيشك.	نحب ليموناضة، يعيشك.
7096	corpus-6-dev	TUN	يتعلمو بحماس آخر صيحات الموضة من التلفزة ومن المجلات.	يتعلموا بحماس آخر صيحات الموضة من التلفزة ومن المجلات.
7115	corpus-6-dev	TUN	واحد ملخارج إقترح عليا ياخولي تصويرة، أعطيتو مصورتي ياخي هرب بيها.	واحد مالخارج اقترح علي ياخو لي تصويرة، اعطيته مصورتي ياخي هرب بيها.
7143	corpus-6-dev	TUN	عندنا الوقت باش نزورو المعرض من داخل؟	عندنا الوقت باش نزوروا المعرض من داخل؟
7171	corpus-6-dev	TUN	تنجم تعملو بتلاثين جنيه؟	تنجم تعمله بثلاثين جنيه؟
7189	corpus-6-dev	TUN	يلزمنا نستناو مدة طويلة برشا؟ يعيشك على كل حال.	يلزمنا نستناوا مدة طويلة برشا؟ يعيشك على كل حال.
7207	corpus-6-dev	TUN	حاجة عظيمة إذا يعرفوا برشا عل اليابان.	حاجة عظيمة اذا يعرفوا برشا على اليابان.
7235	corpus-6-dev	TUN	نلوج على هدية تذكارية لواحد من أصحابي.	نلوج على هدية تذكارية لواحد من اصحابي.
7243	corpus-6-dev	TUN	نحب ناخو كار متاع سياحة.	نحب ناخو كار متاع سياحة.
7244	corpus-6-dev	TUN	نحب نكري زوز بساكل، يعيشك.	نحب نكري زوز بساكل، يعيشك.
7251	corpus-6-dev	TUN	يعيشك أعطيني هذاك. كيفاش تسمي هذا؟	يعيشك اعطيني هاذاك. كيفاش تسمي هذا؟
7297	corpus-6-dev	TUN	تنجم تلغي الحجز متاعي؟	تنجم تلغي الحجز متاعي؟
7301	corpus-6-dev	TUN	إنت في حالة إرهاق متقدمة.	انت في حالة ارهاق متقدمة.
7333	corpus-6-dev	TUN	وين نجم نلقى ميناجار الماكلة؟	وين ننجم نلقى ميناجار الماكلة؟
7384	corpus-6-dev	TUN	نحب نعمل جولة وين نجم نتعلم البستنة.	نحب نعمل جولة وين ننجم نتعلم البستنة.
7407	corpus-6-dev	TUN	يعيشك كولو مع السوس هاذي.	يعيشك كوله مع السوس هاذي.
7423	corpus-6-dev	TUN	سامحني. ما لقيتش مصورتي.	سامحني. ما لقيتش مصورتي.
7489	corpus-6-dev	TUN	برمانونت خفيف، يعيشك.	بيرمنون خفيف، يعيشك.
7515	corpus-6-dev	TUN	حاجة باهية برشا منك في تجي وقتلي إنت مشغول برشا.	حاجة باهية برشا منك في تجي وقتلي انت مشغول برشا.
7518	corpus-6-dev	TUN	جدي جاتو أزمة قلبية البارح في الليل.	جدي جاته ازمة قلبية البارح في الليل.
7524	corpus-6-dev	TUN	في أنا ساعة نجمو نتعشاو؟	في انى ساعة ننجموا نتعشاوا؟
7528	corpus-6-dev	TUN	أحوال الطقس موش مؤكدة. يعيشك أربط أحزمتك، يعيشك.	احوال الطقس موش مؤكدة. يعيشك اربط احزمتك، يعيشك.
7532	corpus-6-dev	TUN	وجهتي هي طوكيو.	وجهتي هي طوكيو.
7535	corpus-6-dev	TUN	إيه، أنا سايح.	ايه، انا سايح.
7543	corpus-6-dev	TUN	وين نجم نلقى صيكان جلد؟	وين ننجم نلقى سيكان جلد؟
7545	corpus-6-dev	TUN	"نحب ""الحوت والشيبس""، يعيشك."	"نحب ""الحوت والشيبس""، يعيشك."
7552	corpus-6-dev	TUN	لا، ما ريت حتى حد داير بيا.	لا، ما ريت حتى حد داير بي.
7564	corpus-6-dev	TUN	هو آخر واحد يحكي الأكاذيب.	هو آخر واحد يحكي الاكاذيب.
7585	corpus-6-dev	TUN	تعرف ديسكوتاك ينجمو يمشيوولها البنات الشابات بكل أمان؟	تعرف ديسكوتاك ينجموا يمشيوا لها البنات الشابات بكل امان؟
7595	corpus-6-dev	TUN	نحب راديو- فياقة، يعيشك.	نحب راديو  فياقة، يعيشك.
7600	corpus-6-dev	TUN	تقريب شهر، موسيو.	تقريب شهر، موسيو.
7670	corpus-6-dev	TUN	أنا متشوق باش نعاود نشوفك.	انا متشوق باش نعاود نشوفك.
7717	corpus-6-dev	TUN	نحب صابون.	نحب صابون.
7723	corpus-6-dev	TUN	تنجم توريني حوايج متاع صغار، يعيشك.	تنجم توريني حوايج متاع صغار، يعيشك.
7743	corpus-6-dev	TUN	مازلت ما نعرفش عنواني. أما ناوي نقعد في أوتيل في سان فرانسيسكو.	ما زلت ما نعرفش عنواني. اما ناوي نقعد في اوتيل في سان فرانسيسكو.
7777	corpus-6-dev	TUN	تنجم تكتب عنوانك هنا؟	تنجم تكتب عنوانك هنا؟
